Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Total_Agricultural_Land,Barren_Land
Oilseeds total,2009,Whole Year ,Arunachal Pradesh,121468,215842,1701.9,18927143.76,20649.56,1.679375,142903.5294,21435.52941
Potato,2009,Whole Year ,Arunachal Pradesh,4235,36449,1701.9,659897.7,719.95,7.4525,4982.352941,747.3529412
Rice,2009,Kharif     ,Arunachal Pradesh,121468,143893,1701.9,18927143.76,20649.56,1.12,142903.5294,21435.52941
Small millets,2009,Kharif     ,Arunachal Pradesh,21373,18391,1701.9,3330340.86,3633.41,0.866875,25144.70588,3771.705882
Sugarcane,2009,Whole Year ,Arunachal Pradesh,1476,27145,1701.9,229990.32,250.92,16.791,1736.470588,260.4705882
Turmeric,2009,Whole Year ,Arunachal Pradesh,626,2556,1701.9,97543.32,106.42,4.01,736.4705882,110.4705882
Wheat,2009,Rabi       ,Arunachal Pradesh,3170,4770,1701.9,493949.4,538.9,1.59,3729.411765,559.4117647
Dry chillies,2010,Whole Year ,Arunachal Pradesh,2221,3648,2574.1,368930.31,533.04,1.90375,2612.941176,391.9411765
Ginger,2010,Whole Year ,Arunachal Pradesh,6601,52304,2574.1,1096492.11,1584.24,6.6375,7765.882353,1164.882353
Maize,2010,Kharif     ,Arunachal Pradesh,45061,64714,2574.1,7485082.71,10814.64,1.515625,53012.94118,7951.941176
Oilseeds total,2010,Whole Year ,Arunachal Pradesh,31854,29251,2574.1,5291267.94,7644.96,1.085625,37475.29412,5621.294118
Potato,2010,Whole Year ,Arunachal Pradesh,4334,35832,2574.1,719920.74,1040.16,7.283125,5098.823529,764.8235294
Rice,2010,Kharif     ,Arunachal Pradesh,121570,155993,2574.1,20193992.7,29176.8,1.219375,143023.5294,21453.52941
Small millets,2010,Kharif     ,Arunachal Pradesh,21661,20038,2574.1,3598108.71,5198.64,0.990625,25483.52941,3822.529412
Sugarcane,2010,Whole Year ,Arunachal Pradesh,1508,28974,2574.1,250493.88,361.92,20.63111111,1774.117647,266.1176471
Turmeric,2010,Whole Year ,Arunachal Pradesh,611,2719,2574.1,101493.21,146.64,4.58375,718.8235294,107.8235294
Wheat,2010,Rabi       ,Arunachal Pradesh,3699,5872,2574.1,614440.89,887.76,1.647,4351.764706,652.7647059
Dry chillies,2011,Whole Year ,Arunachal Pradesh,2500,4300,2193.7,418800,825,1.998125,2941.176471,441.1764706
Ginger,2011,Whole Year ,Arunachal Pradesh,6880,54000,2193.7,1152537.6,2270.4,6.380625,8094.117647,1214.117647
Maize,2011,Kharif     ,Arunachal Pradesh,46500,68500,2193.7,7789680,15345,1.554375,54705.88235,8205.882353
Oilseeds total,2011,Whole Year ,Arunachal Pradesh,32500,33000,2193.7,5444400,10725,1.185625,38235.29412,5735.294118
Potato,2011,Whole Year ,Arunachal Pradesh,4600,40000,2193.7,770592,1518,7.655,5411.764706,811.7647059
Rice,2011,Kharif     ,Arunachal Pradesh,123500,159543,2193.7,20688720,40755,1.21875,145294.1176,21794.11765
Small millets,2011,Kharif     ,Arunachal Pradesh,22000,22000,2193.7,3685440,7260,1.074375,25882.35294,3882.352941
Sugarcane,2011,Whole Year ,Arunachal Pradesh,1550,30000,2193.7,259656,511.5,20.08333333,1823.529412,273.5294118
Turmeric,2011,Whole Year ,Arunachal Pradesh,625,2800,2193.7,104700,206.25,4.595,735.2941176,110.2941176
Wheat,2011,Rabi       ,Arunachal Pradesh,3700,6500,2193.7,619824,1221,1.818,4352.941176,652.9411765
Dry chillies,2012,Whole Year ,Arunachal Pradesh,2365,4619,2760.7,356642,733.15,2.511333333,2782.352941,417.3529412
Ginger,2012,Whole Year ,Arunachal Pradesh,6847,56004,2760.7,1032527.6,2122.57,6.931875,8055.294118,1208.294118
Maize,2012,Kharif     ,Arunachal Pradesh,47486,68192,2760.7,7160888.8,14720.66,1.5375,55865.88235,8379.882353
Oilseeds total,2012,Whole Year ,Arunachal Pradesh,32767,31285,2760.7,4941263.6,10157.77,1.12125,38549.41176,5782.411765
Potato,2012,Whole Year ,Arunachal Pradesh,4817,38872,2760.7,726403.6,1493.27,7.26,5667.058824,850.0588235
Rice,2012,Kharif     ,Arunachal Pradesh,126085,174662,2760.7,19013618,39086.35,1.308125,148335.2941,22250.29412
Small millets,2012,Kharif     ,Arunachal Pradesh,22675,23410,2760.7,3419390,7029.25,1.0575,26676.47059,4001.470588
Sugarcane,2012,Whole Year ,Arunachal Pradesh,1530,30151,2760.7,230724,474.3,20.19333333,1800,270
Turmeric,2012,Whole Year ,Arunachal Pradesh,699,2893,2760.7,105409.2,216.69,4.02625,822.3529412,123.3529412
Wheat,2012,Rabi       ,Arunachal Pradesh,2937,4401,2760.7,442899.6,910.47,1.73,3455.294118,518.2941176
Dry chillies,2013,Whole Year ,Arunachal Pradesh,2491,8106,2042.9,359924.59,672.57,3.71,2930.588235,439.5882353
Ginger,2013,Whole Year ,Arunachal Pradesh,6861,55073,2042.9,991345.89,1852.47,6.807647059,8071.764706,1210.764706
Maize,2013,Kharif     ,Arunachal Pradesh,47018,68978,2042.9,6793630.82,12694.86,1.607647059,55315.29412,8297.294118
Oilseeds total,2013,Whole Year ,Arunachal Pradesh,33114,31635,2042.9,4784641.86,8940.78,1.115294118,38957.64706,5843.647059
Potato,2013,Whole Year ,Arunachal Pradesh,4933,40664,2042.9,712769.17,1331.91,7.618235294,5803.529412,870.5294118
Rice,2013,Kharif     ,Arunachal Pradesh,131989,184104,2042.9,19071090.61,35637.03,1.300588235,155281.1765,23292.17647
Small millets,2013,Kharif     ,Arunachal Pradesh,22744,23825,2042.9,3286280.56,6140.88,1.045882353,26757.64706,4013.647059
Sugarcane,2013,Whole Year ,Arunachal Pradesh,1561,30351,2042.9,225548.89,421.47,19.87333333,1836.470588,275.4705882
Turmeric,2013,Whole Year ,Arunachal Pradesh,654,3068,2042.9,94496.46,176.58,4.76875,769.4117647,115.4117647
Wheat,2013,Rabi       ,Arunachal Pradesh,2960,4470,2042.9,427690.4,799.2,1.73,3482.352941,522.3529412
Dry chillies,2014,Whole Year ,Arunachal Pradesh,2660,7500,2403.2,401553.6,877.8,2.8275,3129.411765,469.4117647
Ginger,2014,Whole Year ,Arunachal Pradesh,8000,60000,2403.2,1207680,2640,6.729411765,9411.764706,1411.764706
Maize,2014,Kharif     ,Arunachal Pradesh,48000,75000,2403.2,7246080,15840,1.752941176,56470.58824,8470.588235
Oilseeds total,2014,Whole Year ,Arunachal Pradesh,35000,33950,2403.2,5283600,11550,1.082941176,41176.47059,6176.470588
Potato,2014,Whole Year ,Arunachal Pradesh,5090,42000,2403.2,768386.4,1679.7,7.872352941,5988.235294,898.2352941
Rice,2014,Kharif     ,Arunachal Pradesh,127200,189992,2403.2,19202112,41976,1.447058824,149647.0588,22447.05882
Small millets,2014,Kharif     ,Arunachal Pradesh,26000,27000,2403.2,3924960,8580,1.029411765,30588.23529,4588.235294
Sugarcane,2014,Whole Year ,Arunachal Pradesh,1790,34900,2403.2,270218.4,590.7,20.19111111,2105.882353,315.8823529
Turmeric,2014,Whole Year ,Arunachal Pradesh,725,3500,2403.2,109446,239.25,6.83,852.9411765,127.9411765
Wheat,2014,Rabi       ,Arunachal Pradesh,3800,7500,2403.2,573648,1254,2.454444444,4470.588235,670.5882353
Dry chillies,2015,Whole Year ,Arunachal Pradesh,2960,8288,2593.2,467413.6,976.8,2.6985,3482.352941,522.3529412
Ginger,2015,Whole Year ,Arunachal Pradesh,7650,56575,2593.2,1208011.5,2524.5,6.525,9000,1350
Maize,2015,Kharif     ,Arunachal Pradesh,48800,75226,2593.2,7706008,16104,1.687,57411.76471,8611.764706
Oilseeds total,2015,Whole Year ,Arunachal Pradesh,35000,36400,2593.2,5526850,11550,1.135,41176.47059,6176.470588
Potato,2015,Whole Year ,Arunachal Pradesh,5970,44775,2593.2,942722.7,1970.1,6.9065,7023.529412,1053.529412
Rice,2015,Kharif     ,Arunachal Pradesh,128800,204001,2593.2,20338808,42504,2.0875,151529.4118,22729.41176
Small millets,2015,Kharif     ,Arunachal Pradesh,26500,27560,2593.2,4184615,8745,1.038,31176.47059,4676.470588
Sugarcane,2015,Whole Year ,Arunachal Pradesh,1950,40755,2593.2,307924.5,643.5,21.75,2294.117647,344.1176471
Turmeric,2015,Whole Year ,Arunachal Pradesh,800,3840,2593.2,126328,264,4.782,941.1764706,141.1764706
Wheat,2015,Rabi       ,Arunachal Pradesh,3910,7700,2593.2,617428.1,1290.3,2.105,4600,690
Groundnut,1997,Kharif     ,Goa,350,447,3680.3,33309.5,108.5,1.495,411.7647059,61.76470588
Groundnut,1997,Rabi       ,Goa,1087,2105,3680.3,103449.79,336.97,1.94,1278.823529,191.8235294
Other  Rabi pulses,1997,Rabi       ,Goa,9000,7400,3680.3,856530,2790,0.78,10588.23529,1588.235294
Other Kharif pulses,1997,Kharif     ,Goa,1000,194,3680.3,95170,310,0.33,1176.470588,176.4705882
Ragi,1997,Whole Year ,Goa,2800,2476,3680.3,266476,868,0.87,3294.117647,494.1176471
Rice,1997,Kharif     ,Goa,15169,40864,3680.3,1443633.73,4702.39,2.69,17845.88235,2676.882353
Rice,1997,Rabi       ,Goa,6417,19052,3680.3,610705.89,1989.27,2.97,7549.411765,1132.411765
Groundnut,1997,Rabi       ,Arunachal Pradesh,905,802,2274.9,86128.85,280.55,0.874615385,1064.705882,159.7058824
Maize,1997,Kharif     ,Arunachal Pradesh,34504,50025,2274.9,3283745.68,10696.24,1.686923077,40592.94118,6088.941176
Oilseeds total,1997,Whole Year ,Arunachal Pradesh,26118,24290,2274.9,2485650.06,8096.58,0.950769231,30727.05882,4609.058824
Rapeseed &Mustard,1997,Rabi       ,Arunachal Pradesh,20500,19100,2274.9,1950985,6355,0.95,24117.64706,3617.647059
Rice,1997,Kharif     ,Arunachal Pradesh,120020,129505,2274.9,11422303.4,37206.2,1.06,141200,21180
Sesamum,1997,Kharif     ,Arunachal Pradesh,1345,818,2274.9,128003.65,416.95,0.635,1582.352941,237.3529412
Small millets,1997,Kharif     ,Arunachal Pradesh,18467,18032,2274.9,1757504.39,5724.77,0.983076923,21725.88235,3258.882353
Soyabean,1997,Kharif     ,Arunachal Pradesh,2345,3075,2274.9,223173.65,726.95,1.493076923,2758.823529,413.8235294
Sugarcane,1997,Rabi       ,Arunachal Pradesh,681,15806,2274.9,64810.77,211.11,20.80111111,801.1764706,120.1764706
Sunflower,1997,Kharif     ,Arunachal Pradesh,448,220,2274.9,42636.16,138.88,0.491538462,527.0588235,79.05882353
Wheat,1997,Rabi       ,Arunachal Pradesh,3785,5475,2274.9,360218.45,1173.35,1.5925,4452.941176,667.9411765
Groundnut,1998,Autumn     ,Odisha,32001,27051,1357.1,3161698.8,9280.29,0.742608696,37648.23529,5647.235294
Groundnut,1998,Summer     ,Odisha,45581,39912,1357.1,4503402.8,13218.49,1.031,53624.70588,8043.705882
Groundnut,1998,Winter     ,Odisha,5987,5184,1357.1,591515.6,1736.23,0.94,7043.529412,1056.529412
Horse-gram,1998,Summer     ,Odisha,528,81,1357.1,52166.4,153.12,0.105714286,621.1764706,93.17647059
Horse-gram,1998,Winter     ,Odisha,96407,23838,1357.1,9525011.6,27958.03,0.250666667,113420,17013
Jute,1998,Autumn     ,Odisha,5313,41593,1357.1,524924.4,1540.77,6.449090909,6250.588235,937.5882353
Maize,1998,Autumn     ,Odisha,50230,65866,1357.1,4962724,14566.7,0.838846154,59094.11765,8864.117647
Maize,1998,Summer     ,Odisha,276,240,1357.1,27268.8,80.04,0.94125,324.7058824,48.70588235
Maize,1998,Winter     ,Odisha,417,247,1357.1,41199.6,120.93,0.717142857,490.5882353,73.58823529
Moong(Green Gram),1998,Autumn     ,Odisha,21845,5123,1357.1,2158286,6335.05,0.174210526,25700,3855
Moong(Green Gram),1998,Summer     ,Odisha,92720,22077,1357.1,9160736,26888.8,0.253793103,109082.3529,16362.35294
Moong(Green Gram),1998,Winter     ,Odisha,106933,17537,1357.1,10564980.4,31010.57,0.136296296,125803.5294,18870.52941
Potato,1998,Winter     ,Odisha,7955,92624,1357.1,785954,2306.95,9.830666667,9358.823529,1403.823529
Ragi,1998,Autumn     ,Odisha,41039,27015,1357.1,4054653.2,11901.31,0.408,48281.17647,7242.176471
Ragi,1998,Summer     ,Odisha,861,596,1357.1,85066.8,249.69,0.476363636,1012.941176,151.9411765
Ragi,1998,Winter     ,Odisha,39112,24271,1357.1,3864265.6,11342.48,0.539047619,46014.11765,6902.117647
Rapeseed &Mustard,1998,Winter     ,Odisha,19021,2376,1357.1,1879274.8,5516.09,0.113,22377.64706,3356.647059
Rice,1998,Autumn     ,Odisha,819731,501365,1357.1,80989422.8,237721.99,0.837666667,964389.4118,144658.4118
Rice,1998,Summer     ,Odisha,268081,506455,1357.1,26486402.8,77743.49,1.582666667,315389.4118,47308.41176
Rice,1998,Winter     ,Odisha,3358901,4383502,1357.1,331859418.8,974081.29,1.342333333,3951648.235,592747.2353
Sesamum,1998,Autumn     ,Odisha,7694,1269,1357.1,760167.2,2231.26,0.182941176,9051.764706,1357.764706
Sesamum,1998,Summer     ,Odisha,7864,1683,1357.1,776963.2,2280.56,0.203703704,9251.764706,1387.764706
Sesamum,1998,Winter     ,Odisha,37995,6669,1357.1,3753906,11018.55,0.1668,44700,6705
Sugarcane,1998,Winter     ,Odisha,22325,1469529,1357.1,2205710,6474.25,58.57666667,26264.70588,3939.705882
Urad,1998,Autumn     ,Odisha,35494,9030,1357.1,3506807.2,10293.26,0.1888,41757.64706,6263.647059
Urad,1998,Summer     ,Odisha,2544,529,1357.1,251347.2,737.76,0.240454545,2992.941176,448.9411765
Urad,1998,Winter     ,Odisha,100561,28577,1357.1,9935426.8,29162.69,0.222666667,118307.0588,17746.05882
Wheat,1998,Summer     ,Odisha,3868,4441,1357.1,382158.4,1121.72,1.108,4550.588235,682.5882353
Groundnut,2005,Autumn     ,Odisha,34909,28983,1503.4,4186287.28,7330.89,0.706,41069.41176,6160.411765
Groundnut,2005,Summer     ,Odisha,52720,74525,1503.4,6322182.4,11071.2,1.252758621,62023.52941,9303.529412
Groundnut,2005,Winter     ,Odisha,3171,2831,1503.4,380266.32,665.91,0.913157895,3730.588235,559.5882353
Horse-gram,2005,Summer     ,Odisha,439,83,1503.4,52644.88,92.19,0.217777778,516.4705882,77.47058824
Horse-gram,2005,Winter     ,Odisha,75000,20905,1503.4,8994000,15750,0.287666667,88235.29412,13235.29412
Jute,2005,Autumn     ,Odisha,2724,24644,1503.4,326662.08,572.04,8.301428571,3204.705882,480.7058824
Maize,2005,Autumn     ,Odisha,56216,85608,1503.4,6741422.72,11805.36,0.9388,66136.47059,9920.470588
Maize,2005,Summer     ,Odisha,1585,3455,1503.4,190073.2,332.85,1.497142857,1864.705882,279.7058824
Maize,2005,Winter     ,Odisha,5786,12841,1503.4,693857.12,1215.06,1.32,6807.058824,1021.058824
Moong(Green Gram),2005,Autumn     ,Odisha,20063,4344,1503.4,2405954.96,4213.23,0.175333333,23603.52941,3540.529412
Moong(Green Gram),2005,Summer     ,Odisha,132266,42509,1503.4,15861338.72,27775.86,0.2875,155607.0588,23341.05882
Moong(Green Gram),2005,Winter     ,Odisha,104909,19319,1503.4,12580687.28,22030.89,0.239259259,123422.3529,18513.35294
Potato,2005,Winter     ,Odisha,8305,75078,1503.4,995935.6,1744.05,8.475517241,9770.588235,1465.588235
Ragi,2005,Autumn     ,Odisha,26366,16419,1503.4,3161810.72,5536.86,0.526842105,31018.82353,4652.823529
Ragi,2005,Summer     ,Odisha,226,180,1503.4,27101.92,47.46,0.693333333,265.8823529,39.88235294
Ragi,2005,Winter     ,Odisha,38975,23717,1503.4,4673882,8184.75,0.476470588,45852.94118,6877.941176
Rapeseed &Mustard,2005,Winter     ,Odisha,17401,3330,1503.4,2086727.92,3654.21,0.172333333,20471.76471,3070.764706
Rice,2005,Autumn     ,Odisha,781000,681000,1503.4,93657520,164010,1.016428571,918823.5294,137823.5294
Rice,2005,Summer     ,Odisha,325000,702000,1503.4,38974000,68250,2.04,382352.9412,57352.94118
Rice,2005,Winter     ,Odisha,3373000,5475000,1503.4,404490160,708330,1.639666667,3968235.294,595235.2941
Sesamum,2005,Autumn     ,Odisha,3014,417,1503.4,361438.88,632.94,0.171176471,3545.882353,531.8823529
Sesamum,2005,Summer     ,Odisha,10331,2788,1503.4,1238893.52,2169.51,0.284615385,12154.11765,1823.117647
Sesamum,2005,Winter     ,Odisha,41341,9837,1503.4,4957612.72,8681.61,0.21125,48636.47059,7295.470588
Sugarcane,2005,Winter     ,Odisha,16332,1073011,1503.4,1958533.44,3429.72,57.81310345,19214.11765,2882.117647
Urad,2005,Autumn     ,Odisha,27147,5411,1503.4,3255468.24,5700.87,0.202380952,31937.64706,4790.647059
Urad,2005,Summer     ,Odisha,6116,2458,1503.4,733430.72,1284.36,0.33,7195.294118,1079.294118
Urad,2005,Winter     ,Odisha,100077,25771,1503.4,12001233.84,21016.17,0.252666667,117737.6471,17660.64706
Wheat,2005,Summer     ,Odisha,3276,4486,1503.4,392857.92,687.96,1.2124,3854.117647,578.1176471
Groundnut,2006,Autumn     ,Odisha,32928,28796,1716.9,4205234.88,7244.16,0.781666667,38738.82353,5810.823529
Groundnut,2006,Summer     ,Odisha,42429,54800,1716.9,5418607.59,9334.38,1.179285714,49916.47059,7487.470588
Groundnut,2006,Winter     ,Odisha,3535,4056,1716.9,451454.85,777.7,0.965789474,4158.823529,623.8235294
Horse-gram,2006,Summer     ,Odisha,197,25,1716.9,25158.87,43.34,0.242857143,231.7647059,34.76470588
Horse-gram,2006,Winter     ,Odisha,73305,21142,1716.9,9361781.55,16127.1,0.300666667,86241.17647,12936.17647
Jute,2006,Autumn     ,Odisha,4858,47835,1716.9,620415.18,1068.76,8.724285714,5715.294118,857.2941176
Maize,2006,Autumn     ,Odisha,53460,82868,1716.9,6827376.6,11761.2,0.964583333,62894.11765,9434.117647
Maize,2006,Summer     ,Odisha,1916,4497,1716.9,244692.36,421.52,1.6265,2254.117647,338.1176471
Maize,2006,Winter     ,Odisha,5894,15471,1716.9,752722.74,1296.68,1.662857143,6934.117647,1040.117647
Moong(Green Gram),2006,Autumn     ,Odisha,22715,5201,1716.9,2900932.65,4997.3,0.20125,26723.52941,4008.529412
Moong(Green Gram),2006,Summer     ,Odisha,127125,34313,1716.9,16235133.75,27967.5,0.278275862,149558.8235,22433.82353
Moong(Green Gram),2006,Winter     ,Odisha,85385,17673,1716.9,10904518.35,18784.7,0.23862069,100452.9412,15067.94118
Potato,2006,Winter     ,Odisha,8176,79316,1716.9,1044156.96,1798.72,8.693793103,9618.823529,1442.823529
Ragi,2006,Autumn     ,Odisha,24822,15419,1716.9,3170017.62,5460.84,0.5665,29202.35294,4380.352941
Ragi,2006,Summer     ,Odisha,274,202,1716.9,34992.54,60.28,0.59,322.3529412,48.35294118
Ragi,2006,Winter     ,Odisha,39905,27462,1716.9,5096267.55,8779.1,0.522666667,46947.05882,7042.058824
Rapeseed &Mustard,2006,Winter     ,Odisha,15161,2578,1716.9,1936211.31,3335.42,0.154,17836.47059,2675.470588
Rice,2006,Autumn     ,Odisha,757000,765000,1716.9,96676470,166540,1.056785714,890588.2353,133588.2353
Rice,2006,Summer     ,Odisha,315000,720000,1716.9,40228650,69300,2.012,370588.2353,55588.23529
Rice,2006,Winter     ,Odisha,3379000,5338000,1716.9,431532090,743380,1.580333333,3975294.118,596294.1176
Sesamum,2006,Autumn     ,Odisha,3320,612,1716.9,423997.2,730.4,0.184705882,3905.882353,585.8823529
Sesamum,2006,Summer     ,Odisha,9607,2417,1716.9,1226909.97,2113.54,0.272916667,11302.35294,1695.352941
Sesamum,2006,Winter     ,Odisha,37416,7638,1716.9,4778397.36,8231.52,0.184166667,44018.82353,6602.823529
Sugarcane,2006,Winter     ,Odisha,20095,1274372,1716.9,2566332.45,4420.9,58.80103448,23641.17647,3546.176471
Urad,2006,Autumn     ,Odisha,27628,5991,1716.9,3528371.88,6078.16,0.235,32503.52941,4875.529412
Urad,2006,Summer     ,Odisha,6118,2164,1716.9,781329.78,1345.96,0.300588235,7197.647059,1079.647059
Urad,2006,Winter     ,Odisha,92126,28531,1716.9,11765411.46,20267.72,0.285666667,108383.5294,16257.52941
Wheat,2006,Summer     ,Odisha,3913,5802,1716.9,499729.23,860.86,1.303076923,4603.529412,690.5294118
Groundnut,2007,Autumn     ,Odisha,31474,30635,1633.8,4198631.6,5035.84,0.812083333,37028.23529,5554.235294
Groundnut,2007,Summer     ,Odisha,50530,69544,1633.8,6740702,8084.8,1.252142857,59447.05882,8917.058824
Groundnut,2007,Winter     ,Odisha,2094,2406,1633.8,279339.6,335.04,1.054,2463.529412,369.5294118
Horse-gram,2007,Summer     ,Odisha,152,42,1633.8,20276.8,24.32,0.226666667,178.8235294,26.82352941
Horse-gram,2007,Winter     ,Odisha,71956,21084,1633.8,9598930.4,11512.96,0.306666667,84654.11765,12698.11765
Jute,2007,Autumn     ,Odisha,5818,49836,1633.8,776121.2,930.88,8.147777778,6844.705882,1026.705882
Maize,2007,Autumn     ,Odisha,64690,122879,1633.8,8629646,10350.4,1.096923077,76105.88235,11415.88235
Maize,2007,Summer     ,Odisha,2874,6495,1633.8,383391.6,459.84,1.383043478,3381.176471,507.1764706
Maize,2007,Winter     ,Odisha,6505,17797,1633.8,867767,1040.8,1.561333333,7652.941176,1147.941176
Moong(Green Gram),2007,Autumn     ,Odisha,23687,5930,1633.8,3159845.8,3789.92,0.199375,27867.05882,4180.058824
Moong(Green Gram),2007,Summer     ,Odisha,148138,38981,1633.8,19761609.2,23702.08,0.288928571,174280,26142
Moong(Green Gram),2007,Winter     ,Odisha,86079,18188,1633.8,11482938.6,13772.64,0.254074074,101269.4118,15190.41176
Potato,2007,Winter     ,Odisha,8514,94255,1633.8,1135767.6,1362.24,9.788,10016.47059,1502.470588
Ragi,2007,Autumn     ,Odisha,26217,17357,1633.8,3497347.8,4194.72,0.541,30843.52941,4626.529412
Ragi,2007,Summer     ,Odisha,484,428,1633.8,64565.6,77.44,0.78,569.4117647,85.41176471
Ragi,2007,Winter     ,Odisha,40826,28992,1633.8,5446188.4,6532.16,0.522307692,48030.58824,7204.588235
Rapeseed &Mustard,2007,Winter     ,Odisha,15884,3232,1633.8,2118925.6,2541.44,0.190689655,18687.05882,2803.058824
Rice,2007,Autumn     ,Odisha,742000,814000,1633.8,98982800,118720,1.082857143,872941.1765,130941.1765
Rice,2007,Summer     ,Odisha,334000,816000,1633.8,44555600,53440,2.108928571,392941.1765,58941.17647
Rice,2007,Winter     ,Odisha,3376000,5910000,1633.8,450358400,540160,1.747,3971764.706,595764.7059
Sesamum,2007,Autumn     ,Odisha,4528,766,1633.8,604035.2,724.48,0.197058824,5327.058824,799.0588235
Sesamum,2007,Summer     ,Odisha,13819,3181,1633.8,1843454.6,2211.04,0.2736,16257.64706,2438.647059
Sesamum,2007,Winter     ,Odisha,30132,6220,1633.8,4019608.8,4821.12,0.1825,35449.41176,5317.411765
Sugarcane,2007,Winter     ,Odisha,19819,1069228,1633.8,2643854.6,3171.04,52.94266667,23316.47059,3497.470588
Urad,2007,Autumn     ,Odisha,32628,7455,1633.8,4352575.2,5220.48,0.222916667,38385.88235,5757.882353
Urad,2007,Summer     ,Odisha,9397,3568,1633.8,1253559.8,1503.52,0.276521739,11055.29412,1658.294118
Urad,2007,Winter     ,Odisha,106962,35299,1633.8,14268730.8,17113.92,0.297333333,125837.6471,18875.64706
